CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Salary,Churn
662,France,Male,38,0,105271.56,1,0,1,179833,0
790,Spain,Male,20,8,0.0,2,1,0,168153,0
710,France,Male,47,5,158623.14,1,0,0,83500,1
727,Germany,Male,46,3,115248.11,4,1,0,130752,1
421,France,Male,34,2,0.0,2,1,1,96615,0
668,Spain,Male,32,1,134446.04,1,0,1,111241,0
679,France,Female,30,1,112543.42,1,1,1,179435,0
692,Spain,Female,34,4,109699.08,1,1,1,37899,0
513,France,Male,40,3,141004.46,1,1,0,105028,0
679,Germany,Male,38,7,110555.37,2,1,0,46523,0
597,Spain,Male,38,1,0.0,2,1,0,41303,0
598,Germany,Male,19,3,150348.37,1,1,1,173784,0
709,France,Male,26,6,156551.63,1,0,1,4411,0
631,Germany,Male,40,3,107949.45,1,1,0,52450,1
715,France,Male,35,2,141005.47,1,1,1,60408,0
632,France,Male,38,4,0.0,2,0,0,192506,0
466,France,Female,41,3,33563.95,2,1,0,178994,1
511,Germany,Male,48,6,149726.08,1,0,0,88308,1
771,Spain,Female,33,5,0.0,2,1,0,8673,0
764,France,Female,24,0,0.0,2,1,0,88724,0
543,Germany,Female,25,1,146566.01,1,0,1,161407,0
457,France,Female,38,7,164496.99,1,1,1,163327,0
628,France,Female,50,4,143054.56,1,0,1,109609,1
680,Germany,Male,34,6,146422.22,1,1,0,67143,1
653,France,Male,37,7,135847.47,1,1,0,144881,0
578,Spain,Female,28,8,161592.76,1,1,0,177835,0
686,Germany,Female,47,5,170935.94,1,1,0,173180,1
524,Spain,Female,32,6,0.0,1,1,1,132862,1
584,Germany,Female,54,1,77354.37,1,0,0,138193,1
512,France,Female,31,7,0.0,2,0,0,49326,0
649,France,Female,41,2,125785.23,1,1,1,70524,0
516,Germany,Female,53,1,156674.2,1,1,0,118502,1
662,Spain,Male,37,5,94901.09,1,1,1,48234,0
782,France,Female,70,7,97072.42,1,0,1,131177,0
651,Germany,Female,25,2,109175.14,2,1,0,114566,0
667,France,Male,42,9,0.0,2,0,1,58137,0
603,Germany,Male,35,1,123407.69,1,1,0,152542,1
688,Spain,Male,37,7,138162.41,2,1,1,113926,0
674,France,Female,27,4,79144.34,1,0,1,50744,0
741,Spain,Male,50,1,78737.61,1,1,1,13019,0
558,Spain,Female,31,7,0.0,2,1,0,166720,0
664,Spain,Male,35,1,115024.5,1,0,1,169666,0
601,France,Female,34,5,0.0,2,1,0,27023,0
593,France,Male,50,6,171740.69,1,0,0,20894,0
619,Germany,Male,23,5,132725.1,1,1,1,143913,0
429,France,Female,27,6,117307.44,2,1,1,24020,0
659,Germany,Male,39,8,106259.63,2,1,1,198103,0
577,France,Male,60,10,125389.7,2,1,1,178617,0
584,Spain,Female,59,1,0.0,1,0,1,130260,1
625,France,Female,38,7,0.0,1,1,0,164804,0
587,Spain,Male,48,1,0.0,2,1,1,8908,0
704,Spain,Male,37,4,0.0,2,0,0,25685,0
685,Germany,Female,30,4,84958.6,2,0,1,194344,0
580,Germany,Male,39,3,119688.81,1,1,0,137041,0
643,France,Female,45,4,45144.43,1,1,0,60917,1
592,Germany,Male,36,10,123187.51,1,0,1,146111,0
703,France,Female,40,7,0.0,2,0,1,122518,0
645,France,Female,48,7,90612.34,1,1,1,149139,0
630,Spain,Male,32,4,82034.0,1,0,0,146326,0
644,France,Male,33,7,174571.36,1,0,1,43943,0
850,Spain,Male,39,0,141829.67,1,1,1,92748,0
620,Spain,Male,29,9,0.0,2,1,0,13134,0
645,France,Male,41,7,0.0,1,0,1,28668,0
562,France,Male,38,5,0.0,1,1,0,115700,0
564,Germany,Female,32,10,139875.2,2,1,0,15378,0
655,Spain,Female,27,9,0.0,2,0,0,108008,0
793,France,Male,63,4,103729.79,2,1,1,80272,0
468,France,Male,22,2,0.0,2,1,0,28124,0
622,Spain,Male,36,9,0.0,2,1,1,104853,0
459,Germany,Male,46,7,110356.42,1,1,0,4969,1
813,Spain,Male,27,1,137275.36,1,0,1,115733,0
583,France,Male,48,3,91246.53,1,1,0,60017,1
682,Germany,Female,35,2,117438.92,2,1,1,16911,0
476,France,Male,37,4,0.0,1,1,1,55776,1
430,Germany,Female,38,8,153058.64,1,1,0,99377,0
850,France,Female,34,2,0.0,2,1,1,171707,0
513,France,Male,35,8,0.0,1,1,0,76640,1
692,France,Female,34,7,0.0,2,1,0,195075,0
727,Spain,Male,38,2,62276.99,1,1,1,59281,0
657,Spain,Male,41,8,109402.13,1,1,1,66464,0
503,France,Male,29,3,0.0,2,1,1,143955,0
622,France,Male,38,5,0.0,2,0,0,105296,0
713,France,Female,42,3,0.0,2,0,0,82565,0
539,Spain,Male,38,6,0.0,1,1,1,152880,1
512,France,Male,36,0,129804.17,1,1,0,53021,0
670,France,Female,40,3,47364.45,1,1,1,148579,1
701,Spain,Female,35,9,0.0,2,0,0,170997,0
465,France,Male,33,5,0.0,2,0,1,78698,0
565,France,Female,40,2,0.0,2,1,1,129956,0
653,Spain,Female,30,2,88243.29,2,1,1,96658,0
511,France,Female,46,1,0.0,1,1,1,115779,1
673,Spain,Male,43,8,127132.96,1,0,1,6009,1
454,Spain,Male,40,2,123177.01,1,1,0,148310,0
662,France,Female,39,5,138106.75,1,0,0,19597,0
539,France,Male,39,6,0.0,2,1,1,86767,0
834,France,Male,36,8,142882.49,1,1,0,89983,1
597,Spain,Female,26,7,0.0,2,1,0,110253,0
560,France,Female,27,5,0.0,2,1,0,131919,0
667,France,Male,28,6,165798.1,1,1,0,147091,0
743,France,Male,43,5,0.0,2,0,0,113079,1
614,Spain,Female,25,10,75212.28,1,1,0,58965,0
636,Spain,Male,76,9,126534.6,1,1,1,39790,0
760,Germany,Female,34,6,58003.41,1,1,0,90346,0
850,France,Female,35,2,128548.49,4,1,0,75479,1
689,France,Male,47,1,93871.95,3,1,0,156878,1
708,France,Male,41,0,0.0,1,1,0,128401,0
521,France,Male,38,6,0.0,2,1,0,51454,0
576,France,Female,50,8,0.0,2,1,1,57803,0
606,France,Female,35,0,135984.15,2,1,0,186779,0
711,Germany,Female,35,2,133607.75,1,1,1,120586,0
499,Germany,Male,36,5,131142.53,2,1,0,174918,0
837,France,Male,49,8,103302.37,1,1,1,50975,0
562,France,Male,36,6,0.0,2,1,0,32845,0
747,France,Male,43,1,130788.71,1,0,1,101495,1
721,Spain,Female,46,7,137933.39,1,1,1,67977,0
567,Germany,Female,40,2,105222.86,2,1,0,93796,0
847,Spain,Female,37,9,112712.17,1,1,0,116097,0
797,France,Male,45,8,0.0,1,0,0,125110,0
762,France,Male,31,7,117687.35,1,1,1,159344,0
463,Germany,Female,41,8,123151.51,2,1,0,70128,0
580,France,Male,37,9,0.0,2,0,1,77109,0
537,Germany,Male,48,4,131834.8,1,1,0,166477,1
571,France,Female,33,9,0.0,2,0,1,77520,0
591,France,Male,28,5,0.0,2,1,1,48607,0
516,Germany,Male,32,3,145166.09,2,0,0,111421,0
673,France,Male,47,1,0.0,2,0,0,108762,0
684,Spain,Female,41,7,0.0,1,1,1,138394,0
534,France,Female,34,7,121551.58,2,1,1,70179,0
562,Germany,Male,35,3,142296.13,1,0,1,177113,0
705,Spain,Male,46,7,0.0,2,1,0,117273,0
682,France,Male,40,4,0.0,2,1,1,140746,0
529,France,Male,42,1,157498.9,1,1,1,82277,0
539,France,Female,24,3,0.0,2,1,1,198161,0
554,France,Female,39,10,0.0,2,1,1,18392,0
601,Germany,Male,35,8,71553.83,1,1,0,177384,0
542,France,Female,42,1,0.0,1,1,1,178257,1
588,Spain,Female,22,9,67178.19,1,1,1,163535,1
510,France,Female,22,3,156834.34,1,0,0,44374,0
648,Germany,Female,28,8,90371.09,1,1,1,146852,0
559,Spain,Male,34,0,0.0,1,1,0,182989,0
803,Germany,Male,34,4,142929.16,2,1,1,114870,0
755,France,Female,28,7,124540.28,1,0,1,188851,0
767,Germany,Female,45,7,132746.2,2,1,0,26629,1
694,France,Male,32,0,91956.49,1,1,1,59962,0
554,Germany,Female,51,7,105701.91,1,0,1,179798,1
588,Germany,Male,41,2,131341.46,2,0,1,7035,0
630,France,Male,28,9,0.0,2,0,0,32599,0
554,Spain,Female,45,4,0.0,2,1,1,193412,0
480,France,Female,40,7,0.0,1,1,0,170333,1
735,Spain,Male,29,10,0.0,2,1,1,95025,0
803,France,Male,28,3,0.0,2,1,0,159654,0
590,France,Male,32,5,0.0,2,1,0,59250,0
610,Germany,Male,57,6,106938.11,2,0,1,186612,0
542,France,Female,29,7,0.0,2,0,1,196652,0
686,Spain,Male,22,8,0.0,2,0,0,142332,0
850,Spain,Male,35,7,110349.82,1,0,0,126356,0
696,Spain,Female,36,7,0.0,2,1,1,82299,0
613,Spain,Male,35,4,123557.65,2,0,1,170903,0
592,France,Female,38,8,119278.01,2,0,1,19371,0
599,Germany,Female,49,10,143888.22,2,1,1,166236,1
623,France,Female,29,1,0.0,2,0,0,39382,0
621,France,Male,40,10,163823.37,1,0,0,89519,0
705,France,Male,33,3,144427.96,2,1,0,113845,0
529,Spain,Female,44,1,0.0,2,0,0,14161,0
577,Spain,Male,43,6,0.0,2,1,1,149458,0
706,France,Male,35,5,0.0,2,1,1,81718,0
520,France,Male,38,5,0.0,2,1,0,163186,0
653,France,Male,44,8,0.0,2,1,1,154640,0
793,Spain,Female,36,0,0.0,1,0,0,148993,0
574,Spain,Female,37,7,0.0,2,1,0,32262,0
568,Germany,Male,46,8,150836.92,1,0,0,64517,1
528,Spain,Male,36,7,0.0,2,1,0,60537,0
643,France,Female,33,0,137811.75,1,1,1,184857,0
617,France,Male,54,6,102141.9,1,1,1,45325,0
669,France,Male,45,7,149364.58,1,0,1,173454,0
633,Germany,Female,29,8,104944.1,1,1,1,97684,0
597,France,Female,60,0,131778.08,1,0,0,10704,1
466,Germany,Male,41,2,152102.18,2,1,0,181880,0
752,Germany,Male,32,9,115587.49,2,0,1,101677,0
573,Spain,Male,28,8,0.0,2,0,0,77660,0
850,Spain,Female,55,7,0.0,1,0,0,171763,1
458,Spain,Female,35,5,166492.48,1,1,0,135288,0
691,Spain,Male,30,9,0.0,2,0,1,10963,0
559,France,Male,29,1,0.0,2,0,0,155640,0
751,France,Male,29,3,159597.45,1,1,0,39934,0
693,France,Male,31,1,0.0,2,0,1,182271,0
549,Germany,Female,43,3,134985.66,1,1,0,6101,0
367,Spain,Male,42,6,93608.28,1,1,0,168817,1
746,Germany,Female,33,2,107868.14,2,1,1,146192,0
683,France,Female,73,8,137732.23,2,1,1,133210,0
534,France,Female,55,8,116973.26,3,1,0,122066,1
794,Spain,Male,45,8,88656.37,2,1,0,116547,0
611,France,Male,53,3,83568.26,1,0,0,1235,0
628,France,Male,30,8,89182.09,1,1,1,13127,0
666,Germany,Female,44,2,122314.5,1,0,0,68575,1
733,France,Female,38,3,157658.36,1,0,0,19658,0
539,France,Male,20,0,83459.86,1,1,1,146753,0
486,Germany,Male,37,1,101438.0,1,0,0,51365,0
561,Spain,Male,34,4,85141.79,2,1,1,29217,0
693,France,Male,29,2,151352.74,1,0,0,197146,0
577,France,Female,37,4,0.0,1,1,1,79881,0
649,France,Male,37,9,87374.88,2,1,1,247,0
543,France,Female,42,5,0.0,2,0,0,101905,0
511,France,Female,33,3,0.0,2,1,0,132437,0
620,Germany,Female,34,8,102251.57,1,1,0,120672,0
689,Germany,Male,33,2,161814.64,2,1,0,169382,0
538,Germany,Female,42,1,98548.62,2,0,1,94048,0
625,Germany,Female,55,8,118772.71,4,0,0,135854,1
524,Germany,Female,37,9,127480.58,2,1,0,179635,0
427,Spain,Male,40,8,0.0,2,1,1,82871,0
640,Spain,Male,34,1,137523.02,1,0,0,24761,0
473,France,Female,39,9,117103.26,2,1,1,85938,1
842,France,Female,37,4,132446.08,2,1,0,87071,1
537,France,Male,28,0,88963.31,2,1,1,189840,0
657,Spain,Male,42,5,41473.33,1,1,0,112980,1
675,Spain,Male,31,2,90826.27,2,1,0,60271,0
587,Spain,Male,41,8,85109.21,1,1,0,1558,0
687,Spain,Female,63,1,137715.66,1,1,1,37939,0
691,Spain,Male,35,6,0.0,2,0,1,178038,0
714,Germany,Female,35,6,126077.43,2,1,1,53954,0
670,Spain,Male,35,2,124268.64,2,0,1,84321,0
546,France,Female,20,6,0.0,1,0,1,20509,0
603,Spain,Male,46,2,0.0,2,1,0,174479,0
655,France,Male,37,5,93147.0,2,1,0,66214,0
661,France,Female,31,7,144162.3,2,1,1,14491,0
632,Spain,Male,38,1,120599.21,1,1,0,92817,0
717,France,Male,38,7,97459.06,1,0,0,189176,0
598,Spain,Male,27,8,90721.52,2,1,0,109296,0
498,France,Female,31,10,0.0,2,1,0,13893,0
750,Spain,Female,39,7,119565.92,1,1,0,87068,0
611,Germany,Female,29,4,78885.88,2,1,1,26928,0
607,France,Male,44,0,0.0,2,1,1,81140,0
516,France,Male,46,2,0.0,2,1,1,169123,0
672,Spain,Male,33,2,0.0,2,1,1,182738,0
830,Germany,Female,40,8,77701.64,1,0,1,19512,0
512,France,Female,37,1,0.0,2,0,1,156105,0
542,France,Female,39,4,109949.39,2,1,1,41269,0
836,Germany,Female,32,4,109196.67,2,1,0,55218,0
678,France,Female,28,4,0.0,2,1,1,144423,1
716,France,Female,38,1,0.0,2,1,1,99661,0
566,Spain,Male,44,5,0.0,2,1,0,66463,0
671,France,Female,31,6,0.0,2,1,1,15846,0
594,Germany,Male,38,6,63176.44,2,1,1,14466,0
501,France,Female,29,8,0.0,2,1,0,112664,0
695,France,Male,49,9,159458.53,1,1,0,135841,0
704,Germany,Female,39,1,124640.51,1,1,0,116511,1
739,France,Male,58,2,101579.28,1,1,1,72169,0
655,Germany,Female,30,1,83173.98,2,1,1,184260,0
701,Spain,Male,28,1,103421.32,1,0,1,76305,0
631,Spain,Female,46,10,0.0,2,1,1,129509,0
712,Spain,Female,30,6,0.0,2,1,0,152418,0
479,France,Male,40,1,0.0,2,0,0,114996,0
633,France,Female,32,1,104001.38,1,0,1,36643,0
850,France,Male,31,3,0.0,2,1,0,121867,0
790,Spain,Male,29,3,46057.96,2,1,1,189778,0
636,Germany,Male,36,6,96643.32,1,0,0,182059,0
692,Germany,Female,43,10,118588.83,1,1,1,161242,1
478,Spain,Male,48,0,83287.05,2,0,1,44148,1
710,Germany,Female,30,10,133537.1,2,1,0,155594,0
529,Spain,Male,35,5,0.0,2,1,1,187288,0
834,Spain,Male,33,5,0.0,2,1,0,66285,0
589,Germany,Female,20,2,121093.29,2,1,0,3530,0
707,France,Male,30,8,0.0,2,1,0,33159,0
543,Spain,Female,46,5,140355.6,1,1,1,85087,0
697,France,Female,33,1,87347.7,1,1,0,172525,0
606,Spain,Male,37,8,154712.58,2,1,0,89099,0
777,France,Female,28,2,134571.5,1,0,1,118313,0
496,France,Female,29,4,0.0,2,1,0,164807,0
697,Germany,Male,43,7,115371.94,2,1,0,64139,0
606,France,Female,36,10,0.0,2,0,1,155641,0
767,Spain,Male,31,6,0.0,2,1,1,195668,0
607,Spain,Male,34,9,132439.99,1,1,0,177748,0
755,France,Male,38,9,148912.44,1,1,0,80416,0
487,France,Male,45,2,0.0,2,1,0,77476,0
586,France,Male,29,3,0.0,2,1,1,142239,0
630,France,Male,50,8,0.0,2,0,1,79377,0
628,France,Female,31,6,175443.75,1,1,0,113167,1
661,France,Male,39,5,0.0,2,0,0,181461,0
711,Spain,Male,32,5,0.0,2,1,1,147720,0
666,Germany,Male,31,3,123212.08,2,1,1,112157,0
568,Spain,Female,36,10,153610.61,1,1,1,54084,1
682,France,Male,61,10,73688.2,1,1,1,172141,0
782,France,Female,33,2,94493.03,1,0,1,101866,0
527,Spain,Female,29,2,27755.97,1,1,0,97468,1
580,Germany,Female,36,6,145387.32,2,1,1,169963,1
741,France,Female,35,1,0.0,2,1,0,36558,0
641,France,Male,35,5,0.0,2,1,0,93149,0
447,France,Male,43,2,0.0,2,1,0,33879,1
587,France,Male,42,1,0.0,1,0,0,123007,0
627,France,Male,41,3,0.0,2,1,0,132720,0
630,France,Male,37,6,0.0,2,1,1,82648,0
678,France,Male,38,3,0.0,2,1,0,66562,0
645,Germany,Male,25,1,157404.02,2,1,0,93073,0
682,France,Male,40,4,0.0,1,0,1,105353,0
819,Germany,Female,49,1,120656.86,4,0,0,166164,1
506,Germany,Male,28,8,53053.76,1,0,1,24577,0
706,France,Female,35,8,178032.53,1,0,1,42182,0
654,Germany,Male,37,5,112146.12,1,1,0,75927,0
738,Germany,Male,58,2,133745.44,4,1,0,28374,1
488,France,Male,34,3,0.0,2,1,1,125979,0
683,France,Male,30,4,66190.33,1,1,1,115187,0
507,Spain,Male,32,7,0.0,2,1,0,67926,0
634,Germany,Female,46,5,123642.36,1,1,1,49725,1
627,Germany,Male,30,6,112372.96,1,1,1,118029,0
701,Germany,Male,41,0,150844.94,1,0,1,127623,0
681,Spain,Male,33,10,0.0,1,0,0,158336,0
526,Spain,Male,30,8,0.0,1,1,0,36251,0
850,France,Female,34,9,92899.27,2,1,0,97466,0
635,France,Female,58,1,0.0,1,1,1,58907,1
461,Spain,Female,35,8,0.0,1,1,0,132296,0
623,France,Male,48,5,118469.38,1,1,1,158590,0
596,France,Male,33,8,0.0,1,1,0,121189,1
797,France,Male,32,10,114084.6,1,0,1,125782,0
727,Spain,Female,52,1,154733.97,1,1,0,80260,1
781,France,Female,48,0,57098.96,1,1,0,85644,1
724,France,Female,69,5,117866.92,1,1,1,62281,0
561,France,Male,37,1,100443.36,2,0,1,101694,0
736,France,Male,43,4,176134.54,1,1,1,52857,0
716,France,Female,44,1,0.0,1,1,1,152108,0
850,Germany,Male,53,2,94078.97,2,1,0,36981,0
683,France,Male,30,4,114779.35,1,0,0,183171,0
640,Spain,Female,46,8,0.0,2,1,0,89043,0
701,France,Male,29,2,0.0,2,1,0,176944,0
646,France,Female,42,3,175159.9,2,0,0,67124,1
477,Germany,Male,48,8,129250.0,2,1,1,157937,0
795,Germany,Female,33,9,104552.72,1,1,1,120854,1
771,France,Female,57,4,0.0,1,0,0,85877,1
709,Germany,Male,30,9,115479.48,2,1,1,134733,0
687,France,Male,39,7,0.0,2,1,0,26848,0
606,Germany,Female,32,1,106301.85,2,0,1,59061,0
660,Germany,Female,23,6,166070.48,2,0,0,90495,0
696,France,Female,41,8,0.0,2,0,0,28277,0
551,France,Female,59,2,166968.28,1,1,0,159484,1
707,France,Female,31,2,82787.93,2,0,0,91424,0
605,France,Female,36,6,0.0,1,0,1,691,0
594,Germany,Female,23,4,104753.84,2,1,0,56757,1
788,Germany,Female,57,8,93716.72,1,1,1,180150,1
535,France,Female,31,7,111855.04,2,1,1,36279,0
684,Germany,Female,56,3,127585.98,3,1,1,80593,1
758,France,Male,35,7,0.0,2,1,0,77952,0
727,France,Male,28,5,0.0,2,0,1,19653,0
700,Spain,Female,46,5,56580.95,2,0,1,45424,0
850,France,Female,35,6,81684.97,1,1,0,824,0
720,France,Female,38,10,0.0,2,1,1,56230,1
771,France,Male,50,3,105229.72,1,1,1,16282,1
637,France,Male,36,2,152606.82,1,1,1,71693,0
712,France,Male,36,2,100749.5,3,0,0,70758,1
615,Spain,Male,41,1,126773.43,1,1,1,55551,0
499,Germany,Female,55,4,126817.65,2,1,0,123270,0
644,Spain,Female,26,4,153455.72,2,1,1,82697,0
459,France,Male,26,4,149879.66,1,0,0,50016,0
785,Spain,Female,61,4,129855.72,2,1,0,170215,1
625,Spain,Female,31,8,0.0,2,1,0,151844,0
711,France,Male,52,5,0.0,1,1,1,159809,0
693,Germany,Female,37,6,95900.04,1,1,1,38196,0
583,Germany,Female,41,5,77647.6,1,1,0,190430,0
443,Germany,Male,59,4,110939.3,1,1,0,72847,1
439,France,Male,28,7,110976.23,2,1,0,138527,0
551,France,Male,42,1,50194.59,1,1,1,23400,0
807,France,Male,33,10,101952.97,2,1,0,178154,0
718,France,Male,48,9,0.0,2,1,1,72106,0
595,Spain,Male,37,2,157084.99,1,1,0,134767,0
720,France,Female,34,6,110717.38,1,1,1,9398,0
747,Spain,Male,41,9,0.0,1,1,0,32431,1
756,France,Female,28,6,0.0,1,1,1,164395,0
555,Germany,Male,62,4,119817.33,1,0,1,43507,1
710,Spain,Female,29,3,119670.18,1,1,0,188022,0
581,France,Male,35,4,0.0,2,0,1,86384,0
667,France,Male,34,5,0.0,2,1,1,102909,0
677,Germany,Male,28,0,143988.0,2,1,0,8756,1
646,France,Male,30,7,0.0,2,1,0,153567,0
775,Germany,Female,74,0,161371.5,1,1,1,134870,0
625,France,Female,52,2,79468.96,1,1,1,84606,0
643,Germany,Female,34,7,160426.07,1,0,1,188533,0
542,France,Female,43,8,145618.37,1,0,1,10351,0
554,Spain,Female,34,8,0.0,1,0,1,106981,0
612,France,Male,32,3,121394.42,1,1,0,164081,0
528,Germany,Female,29,9,170214.23,2,1,0,49284,0
598,Spain,Male,39,1,0.0,2,1,0,159130,0
693,France,Male,36,8,178111.82,1,0,0,58720,1
601,France,Male,40,10,98627.13,2,0,0,77978,0
689,Germany,Male,45,0,130170.82,2,1,0,150856,0
706,Germany,Female,29,6,185544.36,1,1,0,171038,0
596,Germany,Male,54,1,123544.0,1,1,1,120315,1
762,France,Male,29,6,141389.06,1,1,0,54123,0
701,Germany,Male,23,5,186101.18,2,1,1,76611,0
754,France,Female,27,7,0.0,2,1,0,144135,0
682,Germany,Male,32,2,105163.88,2,1,1,164170,0
674,Germany,Female,38,10,83727.68,1,1,0,45418,0
576,Spain,Male,52,2,100549.43,2,1,1,16644,0
670,France,Male,33,8,126679.69,1,1,1,39451,0
662,France,Male,32,9,0.0,2,0,0,65089,0
505,France,Male,49,7,80001.23,1,0,0,135180,0
395,Germany,Female,34,5,106011.59,1,1,1,17377,1
559,France,Female,42,7,0.0,2,1,1,190040,0
633,France,Female,34,3,123034.43,2,1,1,38315,0
602,Spain,Female,42,1,138912.17,1,1,1,139495,0
727,France,Male,32,1,59271.82,1,1,1,46019,0
424,Spain,Male,34,7,0.0,1,1,1,16251,0
687,France,Female,72,9,0.0,1,0,1,69829,0
595,Germany,Female,64,2,105736.32,1,1,1,89936,1
737,France,Female,70,9,87542.89,2,1,1,42577,0
706,Germany,Female,47,10,144090.42,1,1,0,140939,1
682,France,Female,64,10,128306.7,1,0,1,66041,0
613,France,Male,42,7,115076.06,1,1,1,79324,0
617,France,Female,28,0,0.0,2,1,1,7598,1
632,France,Female,21,1,0.0,2,1,0,84009,0
723,Spain,Male,38,6,0.0,2,1,1,94416,0
821,Spain,Female,38,8,0.0,2,0,1,126241,1
658,Germany,Female,31,3,133003.03,1,0,1,146339,1
553,Germany,Male,41,9,110112.54,2,0,0,81899,0
776,Germany,Female,37,2,103769.22,2,1,0,194099,0
460,France,Female,27,7,0.0,2,1,0,156150,1
571,France,Male,49,4,180614.04,1,0,0,523,0
505,Spain,Female,45,9,131355.3,3,1,0,195395,1
511,France,Male,33,7,0.0,2,0,1,158314,0
578,France,Male,30,4,169462.09,1,1,0,112187,0
707,France,Male,37,1,0.0,2,0,1,6036,0
775,France,Female,27,4,152309.37,1,1,0,104112,0
677,France,Male,58,9,0.0,1,0,1,168650,0
709,France,Male,37,7,0.0,1,1,0,159487,0
686,France,Male,25,1,0.0,2,0,1,16459,0
716,France,Female,29,6,0.0,2,1,1,98999,0
679,France,Female,33,1,0.0,2,0,0,69608,0
666,France,Male,30,7,109805.3,1,0,1,163626,0
594,Germany,Female,21,2,87096.82,2,1,0,168186,0
754,Spain,Female,19,9,0.0,1,1,0,189641,0
527,Germany,Female,28,2,123802.98,2,1,1,155847,0
577,France,Male,42,9,0.0,1,1,0,74078,0
637,Spain,Male,43,3,172196.23,1,1,1,104770,0
685,France,Male,35,9,0.0,1,1,0,167034,0
651,Germany,Male,37,9,114453.58,1,0,1,175821,0
520,France,Male,58,3,0.0,2,0,1,32790,0
726,Spain,Female,35,9,0.0,2,0,1,100557,0
505,Germany,Male,40,6,47869.69,2,1,1,155062,0
721,France,Male,41,7,0.0,2,0,1,61019,0
741,France,Male,29,8,0.0,2,1,1,115995,0
555,France,Male,29,4,128744.04,1,1,1,47455,0
700,France,Female,44,2,58781.76,1,1,0,16875,0
808,Germany,Male,39,3,124216.93,1,0,1,171442,0
494,France,Male,30,3,85704.95,1,0,1,27886,0
709,France,Female,30,5,0.0,2,0,1,161388,0
764,France,Female,24,7,106234.02,1,0,0,115676,0
642,France,Male,40,1,154863.15,1,1,1,138053,0
699,France,Male,39,2,109724.38,1,1,1,180022,0
529,Spain,Female,39,2,82766.43,1,1,1,122925,0
644,Germany,Female,40,4,77270.08,2,1,1,115800,1
610,France,Male,34,0,103108.17,1,0,0,125647,0
622,France,Male,31,7,0.0,1,1,0,35409,0
682,France,Male,69,6,0.0,2,0,1,149604,0
738,Germany,Male,43,9,121152.05,2,1,0,64167,1
586,Germany,Male,37,8,167735.69,2,0,1,104666,0
519,Germany,Female,21,1,151701.45,3,1,1,170139,1
756,Germany,Male,36,2,136815.64,1,1,1,170042,0
683,France,Female,40,1,0.0,2,0,0,75762,0
594,Germany,Female,26,6,135067.52,2,0,0,131212,0
520,Germany,Male,34,8,120018.86,2,1,1,343,0
485,France,Male,37,5,0.0,2,0,1,170226,0
725,Spain,Female,32,0,0.0,2,1,1,138525,0
696,Germany,Male,32,8,101160.99,1,1,1,115917,0
702,Spain,Male,39,8,0.0,2,1,0,99654,0
737,France,Male,30,8,174356.13,1,0,0,31928,0
656,Germany,Female,27,3,150905.03,2,1,0,16999,0
848,Germany,Female,40,5,148495.64,1,0,0,158854,0
748,France,Female,39,3,157371.54,1,0,1,97734,0
592,France,Female,37,7,0.0,2,1,1,126726,0
683,Germany,Female,39,2,47685.47,2,1,1,86019,0
751,France,Male,30,3,165257.2,1,0,0,134822,0
619,France,Female,40,10,0.0,1,1,1,147094,1
751,France,Male,42,4,0.0,2,1,1,81443,0
799,France,Female,22,8,174185.98,2,0,1,192634,0
749,Germany,Male,46,10,78136.36,2,1,1,73471,0
689,Spain,Male,38,5,75075.14,1,1,1,8652,1
632,France,Male,40,3,193354.86,2,1,0,149188,0
686,France,Female,44,7,55053.62,1,1,0,181757,0
497,France,Male,41,9,0.0,1,0,0,22074,0
756,Spain,Male,30,2,145127.85,1,0,0,7555,0
706,Spain,Female,43,1,0.0,2,1,0,31963,0
618,Spain,Male,32,5,133476.09,1,0,1,154843,0
743,Germany,Female,34,1,131736.88,1,1,1,108543,0
770,France,Female,33,4,0.0,1,1,0,26081,1
779,Spain,Male,33,3,0.0,2,1,0,30805,0
399,Germany,Male,46,2,127655.22,1,1,0,139995,1
731,France,Male,30,7,0.0,2,0,1,143086,0
583,France,Male,40,3,0.0,2,1,0,47728,0
665,France,Male,28,8,137300.23,1,1,0,90175,0
779,France,Male,71,3,0.0,2,1,1,146895,1
659,France,Male,31,4,118342.26,1,0,0,161574,0
468,Germany,Male,42,9,181627.14,2,1,0,172668,0
687,Germany,Male,35,1,125141.24,2,1,1,148537,0
518,Germany,Female,41,5,110624.99,1,1,0,89328,0
717,Spain,Female,39,6,0.0,2,1,0,93276,0
621,Spain,Female,37,9,83061.26,2,1,0,9171,0
643,Spain,Male,35,2,0.0,2,0,0,67979,0
575,Spain,Female,31,6,0.0,2,1,1,95686,0
493,France,Female,31,3,0.0,1,1,1,176570,1
565,Germany,Female,40,1,89994.71,2,0,1,121084,0
509,France,Male,35,8,0.0,2,0,1,67431,0
599,Germany,Male,61,1,124737.96,1,0,1,90390,1
715,Spain,Male,42,6,0.0,2,1,1,128746,0
579,France,Female,27,9,0.0,2,1,0,126839,0
700,Spain,Male,47,4,0.0,1,1,0,121799,1
555,France,Male,30,1,0.0,2,0,0,88147,0
758,Germany,Female,47,9,95523.16,1,1,0,73294,0
796,Germany,Male,39,5,86350.87,2,0,0,105081,0
